Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
Validation,spoof,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_001,Sovits4.0,https://example.invalid/mock/validation/spoof/001
Validation,spoof,Mandarin,Li_Jian,Li_Jian_mock_track_002,DiffSinger,https://example.invalid/mock/validation/spoof/002
Validation,spoof,Mandarin,Na_Ying,Na_Ying_mock_track_003,DiffSinger,https://example.invalid/mock/validation/spoof/003
Validation,spoof,Mandarin,GEM,GEM_mock_track_004,RVC,https://example.invalid/mock/validation/spoof/004
Validation,spoof,Mandarin,Bella_Yao,Bella_Yao_mock_track_005,so-vits-svc,https://example.invalid/mock/validation/spoof/005
Validation,spoof,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_006,Sovits4.0,https://example.invalid/mock/validation/spoof/006
Validation,spoof,Mandarin,Li_Jian,Li_Jian_mock_track_007,DiffSinger,https://example.invalid/mock/validation/spoof/007
Validation,spoof,Mandarin,Na_Ying,Na_Ying_mock_track_008,DiffSinger,https://example.invalid/mock/validation/spoof/008
Validation,spoof,Mandarin,GEM,GEM_mock_track_009,RVC,https://example.invalid/mock/validation/spoof/009
Validation,spoof,Mandarin,Bella_Yao,Bella_Yao_mock_track_010,so-vits-svc,https://example.invalid/mock/validation/spoof/010
Validation,spoof,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_011,Sovits4.0,https://example.invalid/mock/validation/spoof/011
Validation,spoof,Mandarin,Li_Jian,Li_Jian_mock_track_012,DiffSinger,https://example.invalid/mock/validation/spoof/012
Validation,spoof,Mandarin,Na_Ying,Na_Ying_mock_track_013,DiffSinger,https://example.invalid/mock/validation/spoof/013
Validation,spoof,Mandarin,GEM,GEM_mock_track_014,RVC,https://example.invalid/mock/validation/spoof/014
Validation,spoof,Mandarin,Bella_Yao,Bella_Yao_mock_track_015,so-vits-svc,https://example.invalid/mock/validation/spoof/015
Validation,spoof,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_016,Sovits4.0,https://example.invalid/mock/validation/spoof/016
Validation,spoof,Mandarin,Li_Jian,Li_Jian_mock_track_017,DiffSinger,https://example.invalid/mock/validation/spoof/017
Validation,spoof,Mandarin,Na_Ying,Na_Ying_mock_track_018,DiffSinger,https://example.invalid/mock/validation/spoof/018
Validation,spoof,Mandarin,GEM,GEM_mock_track_019,RVC,https://example.invalid/mock/validation/spoof/019
Validation,spoof,Mandarin,Bella_Yao,Bella_Yao_mock_track_020,so-vits-svc,https://example.invalid/mock/validation/spoof/020
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_001,N/A,https://example.invalid/mock/t01/bonafide/001
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_002,N/A,https://example.invalid/mock/t01/bonafide/002
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_003,N/A,https://example.invalid/mock/t01/bonafide/003
T01,bonafide,Mandarin,GEM,GEM_mock_track_004,N/A,https://example.invalid/mock/t01/bonafide/004
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_005,N/A,https://example.invalid/mock/t01/bonafide/005
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_006,N/A,https://example.invalid/mock/t01/bonafide/006
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_007,N/A,https://example.invalid/mock/t01/bonafide/007
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_008,N/A,https://example.invalid/mock/t01/bonafide/008
T01,bonafide,Mandarin,GEM,GEM_mock_track_009,N/A,https://example.invalid/mock/t01/bonafide/009
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_010,N/A,https://example.invalid/mock/t01/bonafide/010
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_011,N/A,https://example.invalid/mock/t01/bonafide/011
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_012,N/A,https://example.invalid/mock/t01/bonafide/012
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_013,N/A,https://example.invalid/mock/t01/bonafide/013
T01,bonafide,Mandarin,GEM,GEM_mock_track_014,N/A,https://example.invalid/mock/t01/bonafide/014
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_015,N/A,https://example.invalid/mock/t01/bonafide/015
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_016,N/A,https://example.invalid/mock/t01/bonafide/016
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_017,N/A,https://example.invalid/mock/t01/bonafide/017
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_018,N/A,https://example.invalid/mock/t01/bonafide/018
T01,bonafide,Mandarin,GEM,GEM_mock_track_019,N/A,https://example.invalid/mock/t01/bonafide/019
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_020,N/A,https://example.invalid/mock/t01/bonafide/020
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_021,N/A,https://example.invalid/mock/t01/bonafide/021
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_022,N/A,https://example.invalid/mock/t01/bonafide/022
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_023,N/A,https://example.invalid/mock/t01/bonafide/023
T01,bonafide,Mandarin,GEM,GEM_mock_track_024,N/A,https://example.invalid/mock/t01/bonafide/024
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_025,N/A,https://example.invalid/mock/t01/bonafide/025
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_026,N/A,https://example.invalid/mock/t01/bonafide/026
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_027,N/A,https://example.invalid/mock/t01/bonafide/027
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_028,N/A,https://example.invalid/mock/t01/bonafide/028
T01,bonafide,Mandarin,GEM,GEM_mock_track_029,N/A,https://example.invalid/mock/t01/bonafide/029
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_030,N/A,https://example.invalid/mock/t01/bonafide/030
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_031,N/A,https://example.invalid/mock/t01/bonafide/031
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_032,N/A,https://example.invalid/mock/t01/bonafide/032
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_033,N/A,https://example.invalid/mock/t01/bonafide/033
T01,bonafide,Mandarin,GEM,GEM_mock_track_034,N/A,https://example.invalid/mock/t01/bonafide/034
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_035,N/A,https://example.invalid/mock/t01/bonafide/035
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_036,N/A,https://example.invalid/mock/t01/bonafide/036
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_037,N/A,https://example.invalid/mock/t01/bonafide/037
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_038,N/A,https://example.invalid/mock/t01/bonafide/038
T01,bonafide,Mandarin,GEM,GEM_mock_track_039,N/A,https://example.invalid/mock/t01/bonafide/039
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_040,N/A,https://example.invalid/mock/t01/bonafide/040
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_041,N/A,https://example.invalid/mock/t01/bonafide/041
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_042,N/A,https://example.invalid/mock/t01/bonafide/042
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_043,N/A,https://example.invalid/mock/t01/bonafide/043
T01,bonafide,Mandarin,GEM,GEM_mock_track_044,N/A,https://example.invalid/mock/t01/bonafide/044
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_045,N/A,https://example.invalid/mock/t01/bonafide/045
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_046,N/A,https://example.invalid/mock/t01/bonafide/046
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_047,N/A,https://example.invalid/mock/t01/bonafide/047
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_048,N/A,https://example.invalid/mock/t01/bonafide/048
T01,bonafide,Mandarin,GEM,GEM_mock_track_049,N/A,https://example.invalid/mock/t01/bonafide/049
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_050,N/A,https://example.invalid/mock/t01/bonafide/050
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_051,N/A,https://example.invalid/mock/t01/bonafide/051
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_052,N/A,https://example.invalid/mock/t01/bonafide/052
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_053,N/A,https://example.invalid/mock/t01/bonafide/053
T01,bonafide,Mandarin,GEM,GEM_mock_track_054,N/A,https://example.invalid/mock/t01/bonafide/054
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_055,N/A,https://example.invalid/mock/t01/bonafide/055
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_056,N/A,https://example.invalid/mock/t01/bonafide/056
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_057,N/A,https://example.invalid/mock/t01/bonafide/057
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_058,N/A,https://example.invalid/mock/t01/bonafide/058
T01,bonafide,Mandarin,GEM,GEM_mock_track_059,N/A,https://example.invalid/mock/t01/bonafide/059
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_060,N/A,https://example.invalid/mock/t01/bonafide/060
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_061,N/A,https://example.invalid/mock/t01/bonafide/061
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_062,N/A,https://example.invalid/mock/t01/bonafide/062
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_063,N/A,https://example.invalid/mock/t01/bonafide/063
T01,bonafide,Mandarin,GEM,GEM_mock_track_064,N/A,https://example.invalid/mock/t01/bonafide/064
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_065,N/A,https://example.invalid/mock/t01/bonafide/065
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_066,N/A,https://example.invalid/mock/t01/bonafide/066
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_067,N/A,https://example.invalid/mock/t01/bonafide/067
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_068,N/A,https://example.invalid/mock/t01/bonafide/068
T01,bonafide,Mandarin,GEM,GEM_mock_track_069,N/A,https://example.invalid/mock/t01/bonafide/069
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_070,N/A,https://example.invalid/mock/t01/bonafide/070
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_071,N/A,https://example.invalid/mock/t01/bonafide/071
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_072,N/A,https://example.invalid/mock/t01/bonafide/072
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_073,N/A,https://example.invalid/mock/t01/bonafide/073
T01,bonafide,Mandarin,GEM,GEM_mock_track_074,N/A,https://example.invalid/mock/t01/bonafide/074
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_075,N/A,https://example.invalid/mock/t01/bonafide/075
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_076,N/A,https://example.invalid/mock/t01/bonafide/076
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_077,N/A,https://example.invalid/mock/t01/bonafide/077
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_078,N/A,https://example.invalid/mock/t01/bonafide/078
T01,bonafide,Mandarin,GEM,GEM_mock_track_079,N/A,https://example.invalid/mock/t01/bonafide/079
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_080,N/A,https://example.invalid/mock/t01/bonafide/080
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_081,N/A,https://example.invalid/mock/t01/bonafide/081
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_082,N/A,https://example.invalid/mock/t01/bonafide/082
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_083,N/A,https://example.invalid/mock/t01/bonafide/083
T01,bonafide,Mandarin,GEM,GEM_mock_track_084,N/A,https://example.invalid/mock/t01/bonafide/084
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_085,N/A,https://example.invalid/mock/t01/bonafide/085
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_086,N/A,https://example.invalid/mock/t01/bonafide/086
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_087,N/A,https://example.invalid/mock/t01/bonafide/087
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_088,N/A,https://example.invalid/mock/t01/bonafide/088
T01,bonafide,Mandarin,GEM,GEM_mock_track_089,N/A,https://example.invalid/mock/t01/bonafide/089
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_090,N/A,https://example.invalid/mock/t01/bonafide/090
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_091,N/A,https://example.invalid/mock/t01/bonafide/091
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_092,N/A,https://example.invalid/mock/t01/bonafide/092
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_093,N/A,https://example.invalid/mock/t01/bonafide/093
T01,bonafide,Mandarin,GEM,GEM_mock_track_094,N/A,https://example.invalid/mock/t01/bonafide/094
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_095,N/A,https://example.invalid/mock/t01/bonafide/095
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_096,N/A,https://example.invalid/mock/t01/bonafide/096
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_097,N/A,https://example.invalid/mock/t01/bonafide/097
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_098,N/A,https://example.invalid/mock/t01/bonafide/098
T01,bonafide,Mandarin,GEM,GEM_mock_track_099,N/A,https://example.invalid/mock/t01/bonafide/099
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_100,N/A,https://example.invalid/mock/t01/bonafide/100
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_101,N/A,https://example.invalid/mock/t01/bonafide/101
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_102,N/A,https://example.invalid/mock/t01/bonafide/102
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_103,N/A,https://example.invalid/mock/t01/bonafide/103
T01,bonafide,Mandarin,GEM,GEM_mock_track_104,N/A,https://example.invalid/mock/t01/bonafide/104
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_105,N/A,https://example.invalid/mock/t01/bonafide/105
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_106,N/A,https://example.invalid/mock/t01/bonafide/106
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_107,N/A,https://example.invalid/mock/t01/bonafide/107
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_108,N/A,https://example.invalid/mock/t01/bonafide/108
T01,bonafide,Mandarin,GEM,GEM_mock_track_109,N/A,https://example.invalid/mock/t01/bonafide/109
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_110,N/A,https://example.invalid/mock/t01/bonafide/110
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_111,N/A,https://example.invalid/mock/t01/bonafide/111
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_112,N/A,https://example.invalid/mock/t01/bonafide/112
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_113,N/A,https://example.invalid/mock/t01/bonafide/113
T01,bonafide,Mandarin,GEM,GEM_mock_track_114,N/A,https://example.invalid/mock/t01/bonafide/114
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_115,N/A,https://example.invalid/mock/t01/bonafide/115
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_116,N/A,https://example.invalid/mock/t01/bonafide/116
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_117,N/A,https://example.invalid/mock/t01/bonafide/117
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_118,N/A,https://example.invalid/mock/t01/bonafide/118
T01,bonafide,Mandarin,GEM,GEM_mock_track_119,N/A,https://example.invalid/mock/t01/bonafide/119
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_120,N/A,https://example.invalid/mock/t01/bonafide/120
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_121,N/A,https://example.invalid/mock/t01/bonafide/121
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_122,N/A,https://example.invalid/mock/t01/bonafide/122
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_123,N/A,https://example.invalid/mock/t01/bonafide/123
T01,bonafide,Mandarin,GEM,GEM_mock_track_124,N/A,https://example.invalid/mock/t01/bonafide/124
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_125,N/A,https://example.invalid/mock/t01/bonafide/125
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_126,N/A,https://example.invalid/mock/t01/bonafide/126
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_127,N/A,https://example.invalid/mock/t01/bonafide/127
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_128,N/A,https://example.invalid/mock/t01/bonafide/128
T01,bonafide,Mandarin,GEM,GEM_mock_track_129,N/A,https://example.invalid/mock/t01/bonafide/129
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_130,N/A,https://example.invalid/mock/t01/bonafide/130
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_131,N/A,https://example.invalid/mock/t01/bonafide/131
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_132,N/A,https://example.invalid/mock/t01/bonafide/132
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_133,N/A,https://example.invalid/mock/t01/bonafide/133
T01,bonafide,Mandarin,GEM,GEM_mock_track_134,N/A,https://example.invalid/mock/t01/bonafide/134
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_135,N/A,https://example.invalid/mock/t01/bonafide/135
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_136,N/A,https://example.invalid/mock/t01/bonafide/136
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_137,N/A,https://example.invalid/mock/t01/bonafide/137
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_138,N/A,https://example.invalid/mock/t01/bonafide/138
T01,bonafide,Mandarin,GEM,GEM_mock_track_139,N/A,https://example.invalid/mock/t01/bonafide/139
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_140,N/A,https://example.invalid/mock/t01/bonafide/140
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_141,N/A,https://example.invalid/mock/t01/bonafide/141
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_142,N/A,https://example.invalid/mock/t01/bonafide/142
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_143,N/A,https://example.invalid/mock/t01/bonafide/143
T01,bonafide,Mandarin,GEM,GEM_mock_track_144,N/A,https://example.invalid/mock/t01/bonafide/144
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_145,N/A,https://example.invalid/mock/t01/bonafide/145
T01,bonafide,Mandarin,Zhou_Shen,Zhou_Shen_mock_track_146,N/A,https://example.invalid/mock/t01/bonafide/146
T01,bonafide,Mandarin,Li_Jian,Li_Jian_mock_track_147,N/A,https://example.invalid/mock/t01/bonafide/147
T01,bonafide,Mandarin,Na_Ying,Na_Ying_mock_track_148,N/A,https://example.invalid/mock/t01/bonafide/148
T01,bonafide,Mandarin,GEM,GEM_mock_track_149,N/A,https://example.invalid/mock/t01/bonafide/149
T01,bonafide,Mandarin,Bella_Yao,Bella_Yao_mock_track_150,N/A,https://example.invalid/mock/t01/bonafide/150
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_001,Sovits4.0,https://example.invalid/mock/t01/spoof/001
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_002,DiffSinger,https://example.invalid/mock/t01/spoof/002
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_003,DiffSinger,https://example.invalid/mock/t01/spoof/003
T01,spoof,Cantonese,GEM,GEM_mock_track_004,RVC,https://example.invalid/mock/t01/spoof/004
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_005,so-vits-svc,https://example.invalid/mock/t01/spoof/005
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_006,Sovits4.0,https://example.invalid/mock/t01/spoof/006
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_007,DiffSinger,https://example.invalid/mock/t01/spoof/007
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_008,DiffSinger,https://example.invalid/mock/t01/spoof/008
T01,spoof,Cantonese,GEM,GEM_mock_track_009,RVC,https://example.invalid/mock/t01/spoof/009
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_010,so-vits-svc,https://example.invalid/mock/t01/spoof/010
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_011,Sovits4.0,https://example.invalid/mock/t01/spoof/011
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_012,DiffSinger,https://example.invalid/mock/t01/spoof/012
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_013,DiffSinger,https://example.invalid/mock/t01/spoof/013
T01,spoof,Cantonese,GEM,GEM_mock_track_014,RVC,https://example.invalid/mock/t01/spoof/014
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_015,so-vits-svc,https://example.invalid/mock/t01/spoof/015
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_016,Sovits4.0,https://example.invalid/mock/t01/spoof/016
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_017,DiffSinger,https://example.invalid/mock/t01/spoof/017
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_018,DiffSinger,https://example.invalid/mock/t01/spoof/018
T01,spoof,Cantonese,GEM,GEM_mock_track_019,RVC,https://example.invalid/mock/t01/spoof/019
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_020,so-vits-svc,https://example.invalid/mock/t01/spoof/020
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_021,Sovits4.0,https://example.invalid/mock/t01/spoof/021
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_022,DiffSinger,https://example.invalid/mock/t01/spoof/022
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_023,DiffSinger,https://example.invalid/mock/t01/spoof/023
T01,spoof,Cantonese,GEM,GEM_mock_track_024,RVC,https://example.invalid/mock/t01/spoof/024
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_025,so-vits-svc,https://example.invalid/mock/t01/spoof/025
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_026,Sovits4.0,https://example.invalid/mock/t01/spoof/026
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_027,DiffSinger,https://example.invalid/mock/t01/spoof/027
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_028,DiffSinger,https://example.invalid/mock/t01/spoof/028
T01,spoof,Cantonese,GEM,GEM_mock_track_029,RVC,https://example.invalid/mock/t01/spoof/029
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_030,so-vits-svc,https://example.invalid/mock/t01/spoof/030
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_031,Sovits4.0,https://example.invalid/mock/t01/spoof/031
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_032,DiffSinger,https://example.invalid/mock/t01/spoof/032
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_033,DiffSinger,https://example.invalid/mock/t01/spoof/033
T01,spoof,Cantonese,GEM,GEM_mock_track_034,RVC,https://example.invalid/mock/t01/spoof/034
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_035,so-vits-svc,https://example.invalid/mock/t01/spoof/035
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_036,Sovits4.0,https://example.invalid/mock/t01/spoof/036
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_037,DiffSinger,https://example.invalid/mock/t01/spoof/037
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_038,DiffSinger,https://example.invalid/mock/t01/spoof/038
T01,spoof,Cantonese,GEM,GEM_mock_track_039,RVC,https://example.invalid/mock/t01/spoof/039
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_040,so-vits-svc,https://example.invalid/mock/t01/spoof/040
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_041,Sovits4.0,https://example.invalid/mock/t01/spoof/041
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_042,DiffSinger,https://example.invalid/mock/t01/spoof/042
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_043,DiffSinger,https://example.invalid/mock/t01/spoof/043
T01,spoof,Cantonese,GEM,GEM_mock_track_044,RVC,https://example.invalid/mock/t01/spoof/044
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_045,so-vits-svc,https://example.invalid/mock/t01/spoof/045
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_046,Sovits4.0,https://example.invalid/mock/t01/spoof/046
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_047,DiffSinger,https://example.invalid/mock/t01/spoof/047
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_048,DiffSinger,https://example.invalid/mock/t01/spoof/048
T01,spoof,Cantonese,GEM,GEM_mock_track_049,RVC,https://example.invalid/mock/t01/spoof/049
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_050,so-vits-svc,https://example.invalid/mock/t01/spoof/050
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_051,Sovits4.0,https://example.invalid/mock/t01/spoof/051
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_052,DiffSinger,https://example.invalid/mock/t01/spoof/052
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_053,DiffSinger,https://example.invalid/mock/t01/spoof/053
T01,spoof,Cantonese,GEM,GEM_mock_track_054,RVC,https://example.invalid/mock/t01/spoof/054
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_055,so-vits-svc,https://example.invalid/mock/t01/spoof/055
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_056,Sovits4.0,https://example.invalid/mock/t01/spoof/056
T01,spoof,Cantonese,Li_Jian,Li_Jian_mock_track_057,DiffSinger,https://example.invalid/mock/t01/spoof/057
T01,spoof,Cantonese,Na_Ying,Na_Ying_mock_track_058,DiffSinger,https://example.invalid/mock/t01/spoof/058
T01,spoof,Cantonese,GEM,GEM_mock_track_059,RVC,https://example.invalid/mock/t01/spoof/059
T01,spoof,Cantonese,Bella_Yao,Bella_Yao_mock_track_060,so-vits-svc,https://example.invalid/mock/t01/spoof/060
T01,spoof,Cantonese,Zhou_Shen,Zhou_Shen_mock_track_061,Sovits4.0,https://example.invalid/mock/t01/spoof/061
